Response,Prob,Predicted
0,0.16158861,0
0,0.264971,1
1,0.47971153,1
0,0.00019811526,0
0,0.11349296,0
0,0.0028897817,0
0,0.17062305,0
0,0.00012582897,0
0,0.00012696274,0
0,0.00075487455,0
0,0.0001322548,0
0,0.00012307576,0
0,0.00023703495,0
0,0.0006985578,0
0,0.00011167108,0
0,0.2146351,0
0,0.2808105,1
1,0.52484864,1
0,0.0037782283,0
0,0.07260631,0
0,0.1456858,0
0,0.29880935,1
0,5.2128937e-05,0
0,0.000112202004,0
0,0.003191673,0
0,0.00031111523,0
0,0.00020307931,0
0,0.000115059476,0
0,0.00012341423,0
1,0.23083659,0
0,0.020880837,0
0,0.5095881,1
0,0.053017754,0
0,0.00026739994,0
0,0.00016759761,0
0,0.00012158593,0
0,0.00021468397,0
0,0.00043599802,0
0,0.43429574,1
0,0.00029570016,0
0,0.00015655588,0
0,0.000110634384,0
0,0.00035790825,0
0,0.0001467357,0
0,0.0028098058,0
0,0.00010396103,0
0,0.00020518682,0
0,0.00025443378,0
0,0.00018374078,0
0,0.00018225239,0
0,0.033909213,0
0,0.28136057,1
0,0.00015923088,0
0,0.053388532,0
0,0.21714643,0
1,0.22883995,0
0,0.00027809062,0
0,0.013857815,0
1,0.28362596,1
0,0.00034371146,0
0,0.0036396976,0
0,0.2597108,1
0,0.00040114726,0
0,0.00017149009,0
1,0.30621564,1
0,0.00017120352,0
0,0.000113414295,0
0,0.0006652904,0
0,0.0015715327,0
1,0.40268627,1
0,0.0001785227,0
0,0.27141663,1
0,0.29830256,1
0,0.00022984635,0
0,0.34317428,1
1,0.359468,1
0,8.444635e-05,0
0,0.013384182,0
0,0.42132822,1
0,0.0003709925,0
1,0.09092792,0
0,0.00025270446,0
0,0.010117509,0
0,0.30955026,1
0,0.041214667,0
1,0.33497232,1
0,0.42875773,1
0,0.06623445,0
0,0.0003572927,0
1,0.5204428,1
0,9.671183e-05,0
0,0.0001456477,0
0,0.105701886,0
0,0.24176349,0
0,0.21594767,0
1,0.5265043,1
0,0.0002450632,0
0,0.48280713,1
0,0.0025355574,0
0,0.0005428893,0
0,0.24195012,0
0,0.24706239,1
0,0.015021491,0
0,0.5690752,1
0,0.3094735,1
0,0.16770099,0
0,0.0001408808,0
0,0.21838331,0
1,0.23949036,0
0,0.00015798786,0
0,0.00044724892,0
1,0.24944156,1
0,0.0020995382,0
0,0.054660045,0
0,0.12085838,0
1,0.39842957,1
0,0.35483593,1
0,9.765299e-05,0
0,0.34656268,1
0,0.00018473822,0
0,0.13179564,0
1,0.57184476,1
1,0.20994402,0
0,0.00036161623,0
0,0.00010504162,0
0,0.00014099853,0
1,0.366008,1
0,0.00028822836,0
0,0.27037367,1
0,0.00030213286,0
1,0.4534979,1
0,0.0002446157,0
0,0.00042653768,0
0,0.19335957,0
0,0.15619281,0
1,0.22844425,0
1,0.61158186,1
0,8.2610444e-05,0
0,0.3203256,1
1,0.21989654,0
0,0.00037545487,0
0,9.496143e-05,0
0,0.00015750519,0
0,0.12938483,0
1,0.39851028,1
0,0.2314239,0
0,0.11163351,0
0,7.746738e-05,0
1,0.080192655,0
0,0.00030091227,0
0,9.015376e-05,0
0,0.00060143485,0
0,0.28945136,1
1,0.17141312,0
0,0.00010642541,0
0,0.00021517229,0
1,0.47300673,1
1,0.2926418,1
0,0.40392596,1
0,0.1480732,0
0,0.0062079458,0
0,0.00019986935,0
0,0.00017014766,0
0,0.00021015703,0
0,0.01430635,0
0,0.0005448774,0
0,0.49038878,1
0,0.3148155,1
0,0.057195734,0
0,0.008057753,0
0,0.00022621815,0
0,0.00016575579,0
0,0.18405037,0
0,0.0003826655,0
0,0.0003632864,0
0,0.00018121202,0
0,0.29148948,1
1,0.57094896,1
1,0.3777353,1
0,0.098916575,0
1,0.39759842,1
0,0.28749636,1
0,0.00034007448,0
1,0.26970074,1
1,0.15920466,0
0,0.02458688,0
0,0.12779343,0
0,0.40454507,1
0,0.00016148605,0
0,0.4527701,1
0,0.00021812785,0
0,0.00051241514,0
0,0.1092249,0
0,0.000426394,0
0,7.319263e-05,0
1,0.5303961,1
0,0.00013952202,0
0,0.3752906,1
1,0.12818612,0
1,0.10758167,0
0,0.00016845154,0
0,0.08574286,0
1,0.1700841,0
0,0.15199229,0
0,0.096161686,0
0,0.07967952,0
0,0.024591656,0
0,0.42335388,1
0,0.27211002,1
0,4.8037822e-05,0
0,0.27413008,1
0,0.16282271,0
0,0.00024277343,0
0,0.26629016,1
0,0.00040778104,0
0,0.00015248585,0
0,0.2878372,1
0,0.00013988423,0
1,0.472419,1
0,0.18697743,0
0,0.30358952,1
0,0.00018602292,0
0,0.00013919073,0
0,0.32011753,1
0,0.36304387,1
1,0.0944973,0
0,0.34848782,1
0,0.00034876846,0
0,0.00011203917,0
1,0.2832791,1
0,0.00023897059,0
0,0.038535316,0
0,0.000766662,0
0,0.00017608088,0
0,0.001955801,0
1,0.2740577,1
0,0.000111093934,0
0,0.22418667,0
0,0.16771252,0
0,0.00018582772,0
0,0.2896297,1
0,0.02550921,0
1,0.29352528,1
0,0.41066855,1
0,0.13518783,0
0,0.00013632578,0
0,8.797748e-05,0
0,0.00012273695,0
0,0.00034456977,0
0,0.1671411,0
0,0.14136575,0
1,0.33622032,1
1,0.16140407,0
0,0.0003636107,0
0,0.00015140387,0
0,0.023214834,0
0,0.114981845,0
0,0.00023424569,0
0,0.00014534776,0
0,0.105877146,0
0,0.0002322223,0
0,0.17924888,0
0,0.1414772,0
0,0.41419905,1
0,0.42523715,1
0,0.020097362,0
1,0.4319485,1
0,0.4008508,1
0,0.000267579,0
0,0.00015624882,0
1,0.24830063,1
0,0.37446168,1
0,5.319948e-05,0
0,0.04541303,0
0,0.014028786,0
0,0.00016966568,0
0,0.00018696253,0
0,0.47803262,1
0,0.00015086432,0
1,0.21935755,0
0,0.13075477,0
0,0.3150065,1
0,0.021755857,0
1,0.12559816,0
0,0.45045805,1
0,0.058639567,0
0,0.00084654434,0
0,0.3561736,1
0,0.062619925,0
0,0.00028217473,0
0,0.0007621417,0
0,0.302976,1
0,0.25074854,1
0,0.23604201,0
0,0.0008297434,0
0,0.0001358292,0
0,0.06163388,0
0,0.00011851497,0
0,0.00011089907,0
0,0.09700858,0
0,0.09462064,0
0,0.23583663,0
0,0.19330938,0
0,0.00080341654,0
0,0.27152348,1
0,0.0007109393,0
0,0.107870534,0
0,0.08258521,0
0,0.00016204226,0
0,0.0003395749,0
0,0.19658075,0
0,0.17632,0
0,0.058494564,0
1,0.23498166,0
0,0.06089044,0
0,0.29285845,1
0,0.045758262,0
1,0.38848406,1
1,0.1591553,0
0,0.22563252,0
0,0.000127723,0
0,0.026810445,0
0,0.4022658,1
0,0.00030102246,0
0,0.00025755935,0
0,0.00059265574,0
0,0.017871087,0
0,0.19682898,0
0,0.0002534834,0
0,0.00034046828,0
0,0.00016489995,0
0,0.00017443935,0
0,0.00059955043,0
0,0.00041183826,0
0,0.019142909,0
0,0.00044562688,0
0,0.5967496,1
0,9.06701e-05,0
0,0.00024744324,0
0,0.00024928647,0
1,0.2074479,0
0,0.5956491,1
0,0.20627004,0
0,0.00014915047,0
0,0.00035063206,0
0,0.0001123054,0
0,0.00041020164,0
0,0.00028483468,0
1,0.33162734,1
0,0.0006929077,0
0,0.41192865,1
0,0.17683767,0
0,0.28408286,1
0,0.00017838624,0
0,0.27163908,1
0,0.088350765,0
0,0.00015372106,0
0,0.33226183,1
0,0.016805578,0
0,4.5959838e-05,0
0,0.00050468504,0
0,0.0016277954,0
0,6.773291e-05,0
0,0.00027040875,0
0,0.00025907427,0
0,0.000184349,0
0,0.00038363083,0
0,0.001397583,0
0,0.00043818486,0
0,0.11648802,0
0,0.34334534,1
0,0.1054771,0
0,0.083493136,0
0,0.00021015904,0
0,0.00023589075,0
0,0.00058999355,0
0,0.0013324375,0
0,0.0002001911,0
0,0.14187218,0
0,0.00044181122,0
1,0.33553892,1
0,8.261738e-05,0
0,0.2911296,1
1,0.44314814,1
1,0.111913644,0
0,0.07500636,0
1,0.22999042,0
0,0.17788318,0
0,0.3300079,1
0,0.00013788926,0
0,0.00023553701,0
0,0.024464412,0
1,0.6406521,1
0,0.00016030489,0
0,0.00050626183,0
0,0.00021715564,0
0,0.05381644,0
0,0.34523907,1
1,0.4866623,1
0,0.000507216,0
1,0.6373307,1
0,0.32854196,1
0,0.40568882,1
0,0.022719849,0
0,0.1409886,0
0,0.16661122,0
1,0.4047216,1
0,0.14558248,0
0,0.009871896,0
0,0.00021800787,0
0,0.4521754,1
1,0.58480054,1
0,0.00057946506,0
0,0.0029708815,0
0,8.096964e-05,0
0,0.00029241282,0
1,0.3031798,1
0,0.0003616776,0
0,0.36812696,1
1,0.13018082,0
1,0.11957103,0
0,0.37666687,1
0,0.00015485047,0
0,0.00012998484,0
0,0.00026356278,0
0,0.0008971197,0
0,0.08090454,0
0,3.5680707e-05,0
0,0.0009571612,0
0,0.00033766814,0
0,0.00020263482,0
0,0.00024576188,0
1,0.16397089,0
1,0.5066255,1
0,0.050035834,0
0,0.2103941,0
0,0.31409985,1
0,0.0012400127,0
0,0.00035023133,0
0,0.00013336328,0
0,0.29402632,1
0,0.0004305622,0
1,0.36526597,1
0,0.0001300901,0
0,0.15650918,0
0,0.11946964,0
0,0.19107969,0
0,0.07040608,0
1,0.366343,1
0,0.13548802,0
0,0.0008800824,0
0,0.00013283265,0
0,0.00016061809,0
0,0.0004963994,0
0,0.020685676,0
0,0.22010767,0
0,0.082856625,0
0,0.00070125086,0
0,0.18236959,0
0,0.21262173,0
0,0.0003065159,0
0,0.12771836,0
0,0.00015502257,0
0,0.0008267786,0
0,0.3368467,1
0,0.015801298,0
0,0.13173735,0
0,0.038417116,0
0,0.00022350244,0
0,0.16058114,0
0,0.14309,0
0,0.191764,0
0,0.44301772,1
0,0.00025067385,0
0,0.5555904,1
1,0.4404761,1
0,0.00021846962,0
0,0.2737288,1
0,0.0042921575,0
0,0.0003097538,0
0,0.0009942169,0
0,0.043445263,0
0,0.23494606,0
0,0.27564445,1
0,0.31976983,1
0,0.0003892779,0
1,0.12229,0
1,0.40095663,1
0,0.00019141799,0
0,0.05712906,0
0,0.007509426,0
0,0.29915914,1
0,0.2762335,1
0,0.00031012346,0
0,0.00012345436,0
0,0.00036419005,0
0,0.25824714,1
0,0.00025582174,0
0,0.029615603,0
1,0.21954909,0
0,0.19103342,0
1,0.24103777,0
0,0.00011283643,0
0,0.10032409,0
0,0.00027898795,0
0,0.026217282,0
0,0.00023765318,0
0,0.00018426377,0
0,0.0014299422,0
0,0.041648686,0
0,0.13936003,0
0,0.00017501663,0
0,0.30658305,1
1,0.4281906,1
0,0.26038876,1
0,0.00013308189,0
0,0.17232923,0
1,0.51103806,1
1,0.33927354,1
0,0.4304547,1
1,0.5246054,1
0,0.0001068522,0
0,0.5297386,1
0,0.009927177,0
0,0.6165915,1
0,0.17404462,0
0,0.00017292009,0
1,0.6738331,1
1,0.014290993,0
0,0.00083142007,0
0,0.3594741,1
0,0.05192831,0
0,0.35518676,1
0,0.00015295185,0
1,0.23891507,0
0,0.0005187624,0
0,0.00030805863,0
0,5.728972e-05,0
0,0.3412065,1
0,0.00017556871,0
0,0.32250756,1
0,0.00040093088,0
0,0.000108843444,0
0,0.00024073491,0
0,0.16217858,0
0,0.36023208,1
0,0.00043173088,0
0,0.016564133,0
0,0.00025922645,0
0,0.025898613,0
0,0.00019093421,0
1,0.34664834,1
0,8.5056694e-05,0
0,0.12507273,0
0,4.8246944e-05,0
0,0.36540967,1
0,9.769071e-05,0
0,0.35171488,1
1,0.29937136,1
1,0.45823273,1
0,0.026836894,0
0,6.374775e-05,0
0,0.000224654,0
0,0.24705842,1
0,0.00039694493,0
0,0.14539003,0
0,0.0002351634,0
0,0.00024637586,0
0,0.0002459194,0
0,0.0001738711,0
0,0.15319455,0
1,0.48879376,1
1,0.25001124,1
0,0.1445458,0
0,0.00032685962,0
0,0.0703142,0
0,0.00022721943,0
0,0.00021575266,0
0,0.00026199166,0
0,7.637831e-05,0
0,0.00012835642,0
1,0.20468302,0
0,0.010468937,0
0,0.0006137813,0
0,0.00020478066,0
0,7.524656e-05,0
0,0.001215165,0
0,0.0017983178,0
0,0.26446903,1
1,0.25459287,1
0,0.17920549,0
0,0.29004422,1
0,0.0016231912,0
0,0.17277573,0
1,0.43209717,1
0,0.23304677,0
0,0.24631992,1
1,0.51930034,1
0,0.00022437937,0
1,0.1811574,0
0,0.00025567663,0
0,0.064148456,0
0,0.28716323,1
0,0.00035677975,0
0,0.00011812098,0
1,0.32584277,1
0,0.0002644465,0
1,0.20777336,0
0,0.00021741916,0
0,0.0007621577,0
0,0.0006550015,0
0,0.097222,0
0,0.24646747,1
0,0.007986929,0
0,0.0010102541,0
0,0.05569622,0
0,0.008933618,0
0,0.00022940365,0
0,0.3080559,1
1,0.32308608,1
0,0.08449766,0
1,0.15826657,0
0,0.00030568274,0
0,0.0008395575,0
0,0.37077278,1
0,0.14126441,0
1,0.5192175,1
0,0.33935854,1
0,0.00043290356,0
0,0.38641524,1
0,0.29882056,1
0,5.380335e-05,0
0,0.28996727,1
0,0.0005912492,0
0,0.32670686,1
0,9.033404e-05,0
0,0.27256608,1
0,0.00015443523,0
0,0.00015743145,0
0,0.11186545,0
0,0.00019479512,0
0,0.16701785,0
1,0.43531162,1
0,0.4873361,1
1,0.3738174,1
0,0.0004963682,0
1,0.1667142,0
1,0.48266917,1
1,0.398978,1
1,0.42625856,1
0,0.30058452,1
0,0.07622792,0
0,0.00017971928,0
0,0.00027426946,0
0,0.0001487413,0
0,0.00027209157,0
0,0.001450921,0
0,0.06016116,0
0,0.56129616,1
0,0.00020517508,0
0,0.059507366,0
1,0.16169888,0
0,0.00022520732,0
0,0.16429831,0
1,0.4276468,1
0,4.4782297e-05,0
0,0.0020576888,0
0,0.41088626,1
0,0.39899823,1
1,0.25447658,1
1,0.19791469,0
0,0.21195501,0
0,0.36410463,1
0,0.00021432176,0
1,0.38400015,1
0,0.08589937,0
0,0.03345572,0
0,6.933553e-05,0
0,0.5205411,1
0,0.07694302,0
0,0.13591528,0
0,0.00016092561,0
1,0.38825342,1
0,0.00018290838,0
0,0.14398453,0
0,0.00012097439,0
0,0.00012589137,0
0,0.10039211,0
1,0.3758283,1
0,0.00032045404,0
1,0.13469659,0
0,0.43181664,1
0,0.49883014,1
0,0.106441036,0
0,0.00040605525,0
0,0.027314007,0
0,0.00014098441,0
0,0.0037097244,0
0,0.00027656314,0
0,0.04566233,0
0,0.27436104,1
0,0.06801778,0
0,0.00038939406,0
0,0.00022848338,0
0,0.00011550656,0
1,0.36331722,1
0,0.21683748,0
0,0.00015193869,0
0,0.0002209714,0
1,0.3268661,1
0,0.0002743822,0
0,0.0005483692,0
0,0.00023485867,0
0,0.00042532285,0
0,0.00020645437,0
1,0.3196524,1
0,0.023271859,0
0,0.0008156582,0
0,0.020544747,0
0,0.00029580478,0
0,0.0001386832,0
0,0.10678607,0
1,0.28827217,1
0,0.16560972,0
0,0.00011963633,0
0,0.077911414,0
0,0.00028641793,0
0,0.027761798,0
0,0.006303845,0
0,0.03448235,0
0,0.00012836339,0
0,0.07461507,0
0,0.0082568955,0
0,0.2929043,1
0,0.06887668,0
0,0.00029170528,0
0,0.14555605,0
0,0.2381912,0
0,0.00013034776,0
0,0.43576828,1
0,0.00066078117,0
1,0.48447123,1
0,0.00022818468,0
0,0.33802325,1
0,0.00024230215,0
1,0.4965181,1
0,0.1073746,0
0,0.00014612135,0
0,0.27918705,1
0,0.00012343153,0
0,0.00018854992,0
1,0.4082385,1
0,0.28384256,1
0,0.00042083766,0
0,0.10676053,0
0,0.4233528,1
0,0.19108276,0
0,0.000115254064,0
1,0.32345274,1
0,0.0029888377,0
0,0.00032143563,0
0,0.00017229271,0
1,0.09652993,0
0,0.00012007154,0
1,0.48850593,1
0,0.00020526527,0
0,0.00049547997,0
0,0.21015267,0
0,0.00017109564,0
0,0.05232001,0
0,0.0001766208,0
1,0.4168863,1
0,0.06352206,0
0,0.00038034603,0
0,0.00028980643,0
0,0.00019944539,0
0,0.07160375,0
0,0.0004912145,0
1,0.63623416,1
0,0.27544343,1
0,0.0007490773,0
0,3.5573616e-05,0
1,0.5024236,1
0,0.2969798,1
1,0.31078714,1
0,0.13294838,0
0,0.00013306514,0
0,0.09464813,0
0,0.00012920151,0
0,0.00027693782,0
1,0.40443343,1
0,0.00023342545,0
0,0.00021873807,0
0,0.00018361415,0
0,0.09443462,0
0,0.20478973,0
0,0.0009725259,0
0,0.2849917,1
0,0.00025247518,0
0,0.35202935,1
1,0.2041632,0
0,0.00015385494,0
0,0.00018644091,0
0,0.2127559,0
0,0.00054473715,0
0,0.09544213,0
0,7.148995e-05,0
0,0.37293547,1
0,0.00028321132,0
0,0.014698682,0
0,0.00014743232,0
0,0.013610634,0
0,6.938666e-05,0
0,5.5173765e-05,0
0,0.092740044,0
0,0.038677186,0
0,0.00021133917,0
0,0.24286386,0
0,0.00047581122,0
1,0.33062363,1
0,0.00019398793,0
0,0.4529187,1
0,0.0004347422,0
0,0.00028978128,0
0,0.00017259576,0
0,0.022657122,0
0,0.0007666091,0
0,0.23518841,0
0,0.018108405,0
1,0.23715906,0
1,0.17358823,0
0,0.010766488,0
0,0.016352281,0
0,0.00020213041,0
0,0.00010806666,0
0,0.14754362,0
0,0.24603729,1
0,0.016755085,0
0,0.17673488,0
1,0.22381005,0
0,0.00020159342,0
0,0.22694176,0
0,8.655988e-05,0
0,0.0010283127,0
0,0.00029800792,0
1,0.37372538,1
1,0.33951947,1
0,0.044540357,0
0,0.00020419108,0
0,0.3037889,1
1,0.12225571,0
1,0.2995933,1
0,0.00042860556,0
0,0.23824872,0
0,0.3787405,1
0,0.44554806,1
0,0.006609758,0
0,0.13235334,0
0,0.11709329,0
0,0.1412468,0
0,0.00020339963,0
1,0.17489196,0
0,0.00018096043,0
0,0.26162958,1
0,0.0002514324,0
0,0.00017905136,0
0,0.02543642,0
0,0.00017424104,0
0,0.00021636223,0
0,0.00032099982,0
0,0.00029994303,0
1,0.14049928,0
0,0.0002638796,0
0,0.0005928088,0
0,0.0001524594,0
0,0.00011687754,0
0,0.0002692719,0
0,0.00011913816,0
0,0.04901778,0
0,0.099860586,0
0,0.00017809919,0
0,0.00047898668,0
0,0.037860505,0
0,0.0005412192,0
1,0.4844045,1
0,0.0026485086,0
0,8.356271e-05,0
0,0.31330597,1
0,0.21971048,0
0,0.03081864,0
0,0.300752,1
0,0.0002387333,0
0,0.2767524,1
0,0.14486487,0
0,0.15808769,0
0,0.00081010826,0
0,0.30223787,1
0,0.23842669,0
0,0.00013073912,0
0,0.013352246,0
0,0.00020396827,0
1,0.20283425,0
0,0.18510632,0
0,0.44306424,1
0,6.595389e-05,0
1,0.39221618,1
0,0.00018377072,0
0,0.21429385,0
1,0.11552008,0
0,0.21156658,0
1,0.52390647,1
0,0.00015949893,0
0,0.002784789,0
0,0.00069637864,0
0,0.00013551691,0
0,0.07999935,0
0,0.011668321,0
0,0.000110432746,0
0,0.0001550761,0
0,9.993022e-05,0
1,0.41653478,1
0,0.00017946088,0
0,0.44335762,1
0,0.5110586,1
1,0.07698311,0
0,0.00019444719,0
1,0.2970672,1
0,0.13517252,0
0,0.00019725102,0
1,0.37953365,1
0,8.261446e-05,0
0,0.000399707,0
1,0.26220262,1
0,0.07078132,0
0,0.00016092177,0
0,0.31298748,1
0,0.07561483,0
0,0.00015554999,0
0,0.00017946892,0
0,0.000116243005,0
0,0.00021266236,0
0,0.30126625,1
0,0.0039198548,0
0,0.12041959,0
1,0.2196068,0
0,0.00027086344,0
0,0.00037681224,0
0,0.00042384496,0
0,0.00020880782,0
0,0.000114986426,0
0,0.00032510466,0
0,0.19566424,0
1,0.29084948,1
0,0.2957427,1
0,0.0004569989,0
1,0.21407315,0
0,0.00031849046,0
0,0.18255585,0
0,0.0002829371,0
0,0.00013451798,0
1,0.35884392,1
0,0.17992713,0
0,0.00034157612,0
0,0.40112805,1
0,0.00032334062,0
0,8.637502e-05,0
1,0.44827214,1
0,0.00044472553,0
0,0.15520574,0
0,0.3594326,1
0,0.45126653,1
0,0.0022126052,0
0,0.16819483,0
0,0.00015460835,0
0,0.00010267406,0
0,0.0001650763,0
0,0.14220572,0
0,0.00047808874,0
0,0.0001855625,0
0,0.32595238,1
0,0.38889664,1
0,0.20732708,0
0,9.954162e-05,0
0,0.18426989,0
0,0.0002600007,0
0,0.09344017,0
0,0.00010535902,0
0,0.42347065,1
0,0.00011944176,0
0,0.00034837652,0
0,0.00012986454,0
0,0.14786655,0
1,0.19731571,0
0,0.00018093266,0
1,0.35233924,1
1,0.069443814,0
0,0.30062264,1
0,0.009166421,0
0,0.024200937,0
0,0.00016990058,0
0,0.0046841074,0
0,8.488402e-05,0
0,0.00010127411,0
0,0.08819722,0
1,0.26183295,1
0,0.00037632673,0
0,0.003361837,0
0,0.33163196,1
1,0.1667326,0
1,0.21503286,0
0,0.102196895,0
0,0.24816582,1
0,0.00062890927,0
0,5.9140548e-05,0
0,0.000105968706,0
0,9.433849e-05,0
0,0.00011054285,0
1,0.39787123,1
1,0.42925072,1
0,0.14817955,0
1,0.30948037,1
0,8.6840075e-05,0
0,0.00026707407,0
0,0.001473912,0
0,0.19753826,0
0,0.00017486684,0
1,0.33695742,1
0,0.00012561199,0
0,0.23663734,0
0,0.31907514,1
0,0.1506578,0
0,6.951017e-05,0
1,0.16342685,0
0,0.29144877,1
0,0.00035086749,0
0,0.00010164815,0
0,0.008305867,0
0,9.76869e-05,0
0,0.20302348,0
0,0.0002455951,0
1,0.29655218,1
0,5.8226044e-05,0
0,5.9974685e-05,0
0,0.09389967,0
0,0.0045074513,0
0,0.07625453,0
0,5.119312e-05,0
